https://s3.amazonaws.com/extend.brackets/hirse.ungit/hirse.ungit-0.8.3.zip,Brackets Ungit,by Jan Pilzer,0.8.3,on 2020-09-06
https://s3.amazonaws.com/extend.brackets/brackets-beautify/brackets-beautify-2.12.0.zip,Beautify,by Drew Hamlett,2.12.0,on 2020-09-06
https://s3.amazonaws.com/extend.brackets/idleberg.nsis-mode/idleberg.nsis-mode-0.9.0.zip,NSIS,by Jan T. Sott,0.9.0,on 2020-09-02
https://s3.amazonaws.com/extend.brackets/dw-raven-by-lcweb/dw-raven-by-lcweb-1.0.0.zip,DW Raven by LCweb,by Luca Montanari (aka LCweb) (http://www.lcweb.it),1.0.0,on 2020-08-18
https://s3.amazonaws.com/extend.brackets/brackets-syncing/brackets-syncing-1.0.3.zip,Syncing Cloud,by Alessandrio,1.0.3,on 2020-08-06
https://s3.amazonaws.com/extend.brackets/brackets-rubify-text/brackets-rubify-text-1.1.0.zip,Rubify Text,by Seth Clydesdale,1.1.0,on 2020-07-07
https://s3.amazonaws.com/extend.brackets/brackets-display-shortcuts/brackets-display-shortcuts-1.4.1.zip,Display Shortcuts,by Randy Edmunds,1.4.1,on 2020-07-06
https://s3.amazonaws.com/extend.brackets/encode-decode-for-brackets/encode-decode-for-brackets-1.1.9.zip,Encode - Decode for Brackets,by nadchif,1.1.9,on 2020-06-23
https://s3.amazonaws.com/extend.brackets/wozjac.ui5/wozjac.ui5-1.5.6.zip,Brackets UI5,by Jacek Woźniczak,1.5.6,on 2020-06-23
https://s3.amazonaws.com/extend.brackets/brackets-jasmine-reporter/brackets-jasmine-reporter-0.1.0.zip,Brackets Jasmine Reporter,by https://github.com/nadchif,0.1.0,on 2020-05-31
https://s3.amazonaws.com/extend.brackets/cobalt-two/cobalt-two-1.0.0.zip,Cobalt 2,by CRY-D (https://github.com/CRY-D) <twitter@cryptoDOGE3>,1.0.0,on 2020-05-21
https://s3.amazonaws.com/extend.brackets/abra.tcap-standard-css/abra.tcap-standard-css-1.0.5.zip,Abra CSS Sorter,by guerreroabrahamr@gmail.com,1.0.5,on 2020-05-15
https://s3.amazonaws.com/extend.brackets/scrollable-sidebar/scrollable-sidebar-1.0.1.zip,Scrollable Sidebar,by Scrollable Sidebar,1.0.1,on 2020-04-10
https://s3.amazonaws.com/extend.brackets/kelvinelove.neonlite/kelvinelove.neonlite-0.5.4.zip,Neon Lite,by @kelvinelove,0.5.4,on 2020-04-10
https://s3.amazonaws.com/extend.brackets/kelvinelove.neoncode/kelvinelove.neoncode-0.5.7.zip,Neon Code,by @kelvinelove,0.5.7,on 2020-04-10
https://s3.amazonaws.com/extend.brackets/scrimba-theme/scrimba-theme-1.0.0.zip,Scrimba Theme,by Jeroen Gunster,1.0.0,on 2020-04-08
https://s3.amazonaws.com/extend.brackets/more-languages-for-adobe-brackets/more-languages-for-adobe-brackets-1.1.3.zip,More Languages for Adobe Brackets,by Erick Shepherd,1.1.3,on 2020-03-26
https://s3.amazonaws.com/extend.brackets/fk.addheading/fk.addheading-1.0.1.zip,Add Heading,by FK,1.0.1,on 2020-03-25
https://s3.amazonaws.com/extend.brackets/jdiehl.less-autocompile/jdiehl.less-autocompile-1.1.14.zip,LESS AutoCompile,by Jonathan diehl,1.1.14,on 2020-03-02
https://s3.amazonaws.com/extend.brackets/pockata.striptrailingspaces/pockata.striptrailingspaces-2.1.0.zip,Strip trailing spaces,by Rosen Stoyanov,2.1.0,on 2020-02-20
https://s3.amazonaws.com/extend.brackets/brackets-kindfeeling-light/brackets-kindfeeling-light-1.0.0.zip,Kind Feeling light,by Aromatibus,1.0.0,on 2020-02-15
https://s3.amazonaws.com/extend.brackets/brackets-kindfeeling-dark/brackets-kindfeeling-dark-1.0.0.zip,Kind Feeling Dark,by Aromatibus,1.0.0,on 2020-02-15
https://s3.amazonaws.com/extend.brackets/mab-dark/mab-dark-1.0.0.zip,mab-dark,by Sergio Daniel Garibaldi,1.0.0,on 2020-02-12
https://s3.amazonaws.com/extend.brackets/90s-tshirt/90s-tshirt-1.0.0.zip,90's T-Shirt,by kittender,1.0.0,on 2020-02-02
https://s3.amazonaws.com/extend.brackets/brackets-wp-functions-hint/brackets-wp-functions-hint-4.0.3.zip,Brackets Wordpress Hint,by Arsmoon,4.0.3,on 2020-01-11
https://s3.amazonaws.com/extend.brackets/athn.rgbcmycode/athn.rgbcmycode-1.0.0.zip,rgb cmy theme,by amandevrishi12@gmail.com,1.0.0,on 2019-12-11
https://s3.amazonaws.com/extend.brackets/praveenax.night-life/praveenax.night-life-1.0.0.zip,Night Life,by praveenax,1.0.0,on 2019-11-10
https://s3.amazonaws.com/extend.brackets/jansendirtyseawatertheme/jansendirtyseawatertheme-1.0.0.zip,jansendirtyseawater,by Eric Jansen,1.0.0,on 2019-11-07
https://s3.amazonaws.com/extend.brackets/mjerabek.cz.1-2-3/mjerabek.cz.1-2-3-1.3.0.zip,1-2-3,by Michal Jeřábek,1.3.0,on 2019-11-04
https://s3.amazonaws.com/extend.brackets/intelligent-scss-hints/intelligent-scss-hints-1.0.0.zip,intelligent-scss-hints,by shubhsnov,1.0.0,on 2019-11-04
https://s3.amazonaws.com/extend.brackets/marciowb.brackets-goto-starttag-endtag/marciowb.brackets-goto-starttag-endtag-0.0.1.zip,Brackets Extension: Go to Start/End of a Tag,by Marcio Wesley Borges,0.0.1,on 2019-10-31
https://s3.amazonaws.com/extend.brackets/agila_oceanic_next/agila_oceanic_next-1.0.1.zip,Agila Oceanic Next,by Hahatulk,1.0.1,on 2019-10-31
https://s3.amazonaws.com/extend.brackets/mjerabek.cz.crowncontrol/mjerabek.cz.crowncontrol-1.2.0.zip,Crown Control,by Michal Jeřábek,1.2.0,on 2019-10-29
https://s3.amazonaws.com/extend.brackets/sryoo.gay-time/sryoo.gay-time-1.0.1.zip,Golden Gaytime,by Seong Ryoo,1.0.1,on 2019-10-23
https://s3.amazonaws.com/extend.brackets/swmitra.theme-editor/swmitra.theme-editor-1.0.0.zip,Theme Editor,by Swagatam Mitra,1.0.0,on 2019-09-24
https://s3.amazonaws.com/extend.brackets/williamlarsson.betterhtmltemplate/williamlarsson.betterhtmltemplate-1.0.1.zip,Better HTML5 template,by William Larsson,1.0.1,on 2019-09-23
https://s3.amazonaws.com/extend.brackets/loidman2/loidman2-1.0.1.zip,loidman2,by Drake and Brenden,1.0.1,on 2019-09-23
https://s3.amazonaws.com/extend.brackets/loidman/loidman-1.0.0.zip,loidman,by Drake and Brenden,1.0.0,on 2019-09-10
https://s3.amazonaws.com/extend.brackets/go-noji.change_camel_case_or_snake_case/go-noji.change_camel_case_or_snake_case-0.0.1.zip,Switch camelCase or snake_case,by Go Noji,0.0.1,on 2019-09-07
https://s3.amazonaws.com/extend.brackets/brackets-vw-calculator/brackets-vw-calculator-1.2.1.zip,VW Calculator,by Marcell Bugovsky,1.2.1,on 2019-09-05
https://s3.amazonaws.com/extend.brackets/pelatx.brackets-link-file/pelatx.brackets-link-file-2.5.0.zip,Brackets Link File,by José A. Martínez,2.5.0,on 2019-09-01
https://s3.amazonaws.com/extend.brackets/grantham.parkway/grantham.parkway-1.0.0.zip,Parkway,by Michael Grantham,1.0.0,on 2019-08-31
https://s3.amazonaws.com/extend.brackets/momma-regen.multi-middle/momma-regen.multi-middle-0.1.2.zip,Multi-Line Middle Click,by Momma ReGen,0.1.2,on 2019-08-19
https://s3.amazonaws.com/extend.brackets/waymans-folder-file-maker/waymans-folder-file-maker-1.0.0.zip,Folder & File Maker,by Waymans,1.0.0,on 2019-08-16
https://s3.amazonaws.com/extend.brackets/espresso/espresso-0.0.2.zip,Espresso,by Craiky,0.0.2,on 2019-08-15
https://s3.amazonaws.com/extend.brackets/bracketstoix/bracketstoix-3.7.1.zip,BracketstoIX,by Alexandre Bento Freire,3.7.1,on 2019-08-05
https://s3.amazonaws.com/extend.brackets/waymans-dark/waymans-dark-1.0.0.zip,Waymans Dark,by Waymans,1.0.0,on 2019-07-30
https://s3.amazonaws.com/extend.brackets/waymans-light/waymans-light-1.0.0.zip,Waymans Light,by Waymans,1.0.0,on 2019-07-30
https://s3.amazonaws.com/extend.brackets/brackets-pryme-dark/brackets-pryme-dark-1.0.7.zip,Brackets Pryme Theme - Dark,by AriSh,1.0.7,on 2019-07-12
https://s3.amazonaws.com/extend.brackets/42yeah.aliasing/42yeah.aliasing-1.0.0.zip,aliasing,by 42yeah potion@live.cn(https://potion4.github.io),1.0.0,on 2019-07-06
https://s3.amazonaws.com/extend.brackets/template.launcher/template.launcher-1.0.0.zip,Template Launcher,by Evan Deschamps,1.0.0,on 2019-06-28
https://s3.amazonaws.com/extend.brackets/brackets-hyratra-atomic-theme/brackets-hyratra-atomic-theme-1.0.0.zip,Atomic Theme (Dark),by Evan Deschamps,1.0.0,on 2019-06-28
https://s3.amazonaws.com/extend.brackets/josepln.aiotheme/josepln.aiotheme-1.0.1.zip,aiotheme,by josepln,1.0.1,on 2019-06-27
https://s3.amazonaws.com/extend.brackets/darkute/darkute-1.0.0.zip,Darkute,by Pablo Diehl,1.0.0,on 2019-06-04
https://s3.amazonaws.com/extend.brackets/martypenner.autosave-files-on-window-blur/martypenner.autosave-files-on-window-blur-1.0.7.zip,Autosave Files on Window Blur,by Marty Penner,1.0.7,on 2019-05-15
https://s3.amazonaws.com/extend.brackets/lonelyteapot.bracketscmd/lonelyteapot.bracketscmd-0.0.1.zip,Brackets CMD,by Dmitry Semenov,0.0.1,on 2019-05-11
https://s3.amazonaws.com/extend.brackets/black_metal/black_metal-6.6.6.zip,Black Metal Soul,by Satan,6.6.6,on 2019-05-06
https://s3.amazonaws.com/extend.brackets/brackets-pomodoro-panel/brackets-pomodoro-panel-1.0.0.zip,Pomodoro-Timer-Panel,by OcelotDive,1.0.0,on 2019-05-06
https://s3.amazonaws.com/extend.brackets/wei-hao_new-bootstrap-page/wei-hao_new-bootstrap-page-1.0.0.zip,Wei's bootstrap starter template,by Wei Hao,1.0.0,on 2019-05-03
https://s3.amazonaws.com/extend.brackets/hirse.brackets-detect-indentation/hirse.brackets-detect-indentation-1.1.0.zip,Brackets Detect Indentation,by Jan Pilzer,1.1.0,on 2019-05-02
https://s3.amazonaws.com/extend.brackets/dark_spark/dark_spark-1.0.0.zip,Dark Spark,by Wild Toast,1.0.0,on 2019-04-26
https://s3.amazonaws.com/extend.brackets/ocelots_theme/ocelots_theme-1.0.0.zip,Ocelots_Theme,by ocelotdive,1.0.0,on 2019-04-22
https://s3.amazonaws.com/extend.brackets/nerk.asciidoc-preview/nerk.asciidoc-preview-2.1.0.zip,AsciiDoc Preview,by Thomas Kern,2.1.0,on 2019-04-20
https://s3.amazonaws.com/extend.brackets/backgroundimage/backgroundimage-1.0.0.zip,backgroundimage,by https://qiita.com/tako1993,1.0.0,on 2019-04-19
https://s3.amazonaws.com/extend.brackets/black_metal_theme/black_metal_theme-6.6.7.zip,Black Metal,by Lord Shadow,6.6.7,on 2019-04-12
https://s3.amazonaws.com/extend.brackets/brackets-copy-json-path/brackets-copy-json-path-1.0.0.zip,Copy JSON Path,by Armin Pfäffle,1.0.0,on 2019-04-10
https://s3.amazonaws.com/extend.brackets/wengielstheme/wengielstheme-1.0.1.zip,Wengiel's theme,by Wengiel,1.0.1,on 2019-04-08
https://s3.amazonaws.com/extend.brackets/vhdl/vhdl-1.0.0.zip,vhdl Syntax Highlighting,by Akbar Baghbani,1.0.0,on 2019-04-06
https://s3.amazonaws.com/extend.brackets/pasthetics/pasthetics-1.1.0.zip,Pasthetics Dark,by Palm,1.1.0,on 2019-03-21
https://s3.amazonaws.com/extend.brackets/leena-d.pinkpurple-dark/leena-d.pinkpurple-dark-1.0.0.zip,PinkPurple Dark,by Leena D.,1.0.0,on 2019-03-21
https://s3.amazonaws.com/extend.brackets/galaxy-theme-brackets/galaxy-theme-brackets-1.0.1.zip,Galaxy Theme,by Learning191,1.0.1,on 2019-03-20
https://s3.amazonaws.com/extend.brackets/minimise-code/minimise-code-1.0.1.zip,Minimise Code,by lewisself64,1.0.1,on 2019-03-11
https://s3.amazonaws.com/extend.brackets/lmoustak.brackets-tortoise-svn/lmoustak.brackets-tortoise-svn-1.0.1.zip,Brackets TortoiseSVN,by Laertes Moustakas,1.0.1,on 2019-03-06
https://s3.amazonaws.com/extend.brackets/seandeee.commentor/seandeee.commentor-0.0.2.zip,Comment Generator,by Sean Dee,0.0.2,on 2019-03-06
https://s3.amazonaws.com/extend.brackets/new-moon/new-moon-2.5.0.zip,New Moon,by Tania Rascia,2.5.0,on 2019-02-28
https://s3.amazonaws.com/extend.brackets/sizuhiko.brackets.prettier/sizuhiko.brackets.prettier-1.1.1.zip,Brackets Prettier,by Kenichiro Kishida,1.1.1,on 2019-02-28
https://s3.amazonaws.com/extend.brackets/monokai-plus-theme/monokai-plus-theme-1.0.0.zip,Monokai+,by Ogata,Masaki,1.0.0,on 2019-02-26
https://s3.amazonaws.com/extend.brackets/dark-theme-by-sanan/dark-theme-by-sanan-1.0.0.zip,Dark Theme by Sanan,by Sanan Ali,1.0.0,on 2019-02-25
https://s3.amazonaws.com/extend.brackets/oceanic-dark-theme/oceanic-dark-theme-1.0.0.zip,Oceanic Dark,by Kai Siemek,1.0.0,on 2019-02-24
https://s3.amazonaws.com/extend.brackets/file-templates/file-templates-1.0.3.zip,New File Templates,by Yeoh Soon Keat,1.0.3,on 2019-02-24
https://s3.amazonaws.com/extend.brackets/bootstrap-starter-template/bootstrap-starter-template-1.1.0.zip,Bootstrap Starter Template,by Justin Truax,1.1.0,on 2019-02-22
https://s3.amazonaws.com/extend.brackets/markwinton.blinky/markwinton.blinky-1.0.0.zip,Blinky,by Mark Winton,1.0.0,on 2019-02-17
https://s3.amazonaws.com/extend.brackets/theme-light-coffee-color/theme-light-coffee-color-1.3.0.zip,Material Color (light),by Fred Pizarro,1.3.0,on 2019-02-17
https://s3.amazonaws.com/extend.brackets/ismalfmp.darkaloid/ismalfmp.darkaloid-1.0.1.zip,Darkaloid,by Ismalfmp,1.0.1,on 2019-02-15
https://s3.amazonaws.com/extend.brackets/test/test-0.0.3.zip,test,by Arturo Cabrera,0.0.3,on 2019-02-06
https://s3.amazonaws.com/extend.brackets/taylor.customtheme/taylor.customtheme-1.0.5.zip,Taylors Custom Theme,by Taylor Bruce,1.0.5,on 2019-01-21
https://s3.amazonaws.com/extend.brackets/neon_glow_custom/neon_glow_custom-1.0.1.zip,title,by Taylor Bruce,1.0.1,on 2019-01-19
https://s3.amazonaws.com/extend.brackets/tugzrida.epochhelper/tugzrida.epochhelper-1.0.1.zip,Epoch Timestamp Helper,by Cameron Steel,1.0.1,on 2019-01-14
https://s3.amazonaws.com/extend.brackets/panda-night/panda-night-1.0.0.zip,Panda Night,by Phil Reichner,1.0.0,on 2019-01-09
https://s3.amazonaws.com/extend.brackets/lumous/lumous-2.0.0.zip,lumous,by Ben Constable,2.0.0,on 2019-01-04
https://s3.amazonaws.com/extend.brackets/brackets-julha-theme-dark/brackets-julha-theme-dark-0.0.2.zip,Julha Dark,by Julien Chaput,0.0.2,on 2018-12-21
https://s3.amazonaws.com/extend.brackets/xcode-dark-theme/xcode-dark-theme-0.0.2.zip,XCode Dark Theme,by Danilson Sousa,0.0.2,on 2018-12-20
https://s3.amazonaws.com/extend.brackets/razier.php-currentfunction/razier.php-currentfunction-1.0.0.zip,PHP Current Function,by Raz Hoe,1.0.0,on 2018-12-20
https://s3.amazonaws.com/extend.brackets/strong.justin.openinbrowser/strong.justin.openinbrowser-1.1.0.zip,Open in Browser ,by Justin Strong,1.1.0,on 2018-12-18
https://s3.amazonaws.com/extend.brackets/bib-locked-live-preview/bib-locked-live-preview-0.1.0.zip,Locked Live Preview,by Sietse Brouwer,0.1.0,on 2018-12-16
https://s3.amazonaws.com/extend.brackets/sweet-dark/sweet-dark-1.0.3.zip,Sweet Dark,by SM,1.0.3,on 2018-12-10
https://s3.amazonaws.com/extend.brackets/notepadplusplusv2/notepadplusplusv2-1.0.3.zip,Notepad++ Theme | Default Version 2 by Hunter McCabe,by Hunter McCabe,1.0.3,on 2018-12-04
https://s3.amazonaws.com/extend.brackets/notepadplusplustheme/notepadplusplustheme-6.9.0.zip,Notepad ++ Theme | Default by Hunter McCabe,by Hunter McCabe <hmc@programmer.net>s,6.9.0,on 2018-12-04
https://s3.amazonaws.com/extend.brackets/neonlights/neonlights-1.0.1.zip,Neon Lights,by Hunter McCabe,1.0.1,on 2018-11-30
https://s3.amazonaws.com/extend.brackets/h4ck3d.by.hunter/h4ck3d.by.hunter-1.0.0.zip,H4CK3D,by HunterMcCabe,1.0.0,on 2018-11-29
https://s3.amazonaws.com/extend.brackets/vipeclone.dark-blue-theme/vipeclone.dark-blue-theme-1.0.0.zip,VipeCLone-Dark-Blue,by @VipeCLone,1.0.0,on 2018-11-29
https://s3.amazonaws.com/extend.brackets/arturguedes.replace/arturguedes.replace-1.0.1.zip,Minimal Replace,by Artur Guedes,1.0.1,on 2018-11-23
https://s3.amazonaws.com/extend.brackets/nandy-dark-theme/nandy-dark-theme-1.4.3.zip,Nandy Dark,by Suresh Raju,1.4.3,on 2018-11-19
https://s3.amazonaws.com/extend.brackets/macke89-northernlight/macke89-northernlight-1.0.1.zip,NorthernLight,by macke89,1.0.1,on 2018-11-19
https://s3.amazonaws.com/extend.brackets/arturguedes.minimaldark/arturguedes.minimaldark-2.0.1.zip,Minimal Dark,by Artur Guedes,2.0.1,on 2018-11-15
https://s3.amazonaws.com/extend.brackets/funkemedia.fnk-dark-theme/funkemedia.fnk-dark-theme-1.0.6.zip,Funkemedia Dark Theme,by Funkemedia Ltd,1.0.6,on 2018-11-12
https://s3.amazonaws.com/extend.brackets/brackets-theme-spring-light/brackets-theme-spring-light-1.0.1.zip,Theme / Spring Light,by MerryPanda,1.0.1,on 2018-11-08
https://s3.amazonaws.com/extend.brackets/hirse.outline-list/hirse.outline-list-1.5.0.zip,Brackets Outline List,by Jan Pilzer,1.5.0,on 2018-11-06
https://s3.amazonaws.com/extend.brackets/brackets-blue/brackets-blue-1.0.1.zip,Brackets Blue,by William Xavier de Castro,1.0.1,on 2018-11-01
https://s3.amazonaws.com/extend.brackets/agustinrecofsky.solaire/agustinrecofsky.solaire-1.0.0.zip,Solaire of Astora Theme,by Agustin Recofsky,1.0.0,on 2018-10-29
https://s3.amazonaws.com/extend.brackets/brackets-audit-support/brackets-audit-support-0.0.1.zip,Nessus .audit Support,by marbe9312,0.0.1,on 2018-10-22
https://s3.amazonaws.com/extend.brackets/milosh86.extensions-bulk-installer/milosh86.extensions-bulk-installer-0.3.0.zip,Extensions Bulk Installer,by Milos Dzepina,0.3.0,on 2018-10-20
https://s3.amazonaws.com/extend.brackets/brackets-html-boilerplate/brackets-html-boilerplate-1.0.6.zip,HTML Boilerplate,by Vladimir Semenovich,1.0.6,on 2018-10-16
https://s3.amazonaws.com/extend.brackets/io.github.mikankari.twttr4brackets/io.github.mikankari.twttr4brackets-1.0.2.zip,Twitter for Brackets,by mikankari,1.0.2,on 2018-10-13
https://s3.amazonaws.com/extend.brackets/thizer.phpcompletion/thizer.phpcompletion-1.1.7.zip,PHP Completion (AutoComplete),by Thizer,1.1.7,on 2018-10-11
https://s3.amazonaws.com/extend.brackets/oraculum/oraculum-1.0.0.zip,Oraculum PHP Framework,by Patrick Kaminski,1.0.0,on 2018-10-11
https://s3.amazonaws.com/extend.brackets/80s-baby-rework/80s-baby-rework-1.0.4.zip,80's Baby Rework,by NeoCode,1.0.4,on 2018-10-08
https://s3.amazonaws.com/extend.brackets/lierop.brackets-cclayout-codehints/lierop.brackets-cclayout-codehints-0.1.3.zip,Email-HTML code hints,by m.lierop,0.1.3,on 2018-10-05
https://s3.amazonaws.com/extend.brackets/brackets-color-the-tag-name/brackets-color-the-tag-name-5.1.0.zip,Color The Tag Name,by 会社やめ太郎（本名）,5.1.0,on 2018-10-03
https://s3.amazonaws.com/extend.brackets/seandeee.funlightcolors/seandeee.funlightcolors-1.0.5.zip,Fun Live Color,by Sean Dee,1.0.5,on 2018-10-03
https://s3.amazonaws.com/extend.brackets/changecase/changecase-1.0.0.zip,Change Case,by Narayani,1.0.0,on 2018-10-03
https://s3.amazonaws.com/extend.brackets/aem-sightly-brackets-extension/aem-sightly-brackets-extension-0.0.15.zip,AEM Brackets Extension,by Adobe Marketing Cloud,0.0.15,on 2018-09-03
https://s3.amazonaws.com/extend.brackets/brackets-light-theme/brackets-light-theme-1.0.11.zip,Brackets Light Theme,by 웃,1.0.11,on 2018-09-03
https://s3.amazonaws.com/extend.brackets/darrenmcgregor.avanzac-theme/darrenmcgregor.avanzac-theme-1.0.1.zip,Avanzac Theme,by Darren McGregor,1.0.1,on 2018-09-01
https://s3.amazonaws.com/extend.brackets/quicktemplate/quicktemplate-2.3.1.zip,Quick Template v2.3,by Riaz Uddin Masum,2.3.1,on 2018-08-29
https://s3.amazonaws.com/extend.brackets/jzmstrjp.brackets.classcompletion/jzmstrjp.brackets.classcompletion-0.3.1.zip,Brackets CSS Class Code hint (Root Path OK),by jzmstrjp,0.3.1,on 2018-08-24
https://s3.amazonaws.com/extend.brackets/glacier-theme/glacier-theme-2.0.0.zip,Glacier,by Kruno H.,2.0.0,on 2018-08-15
https://s3.amazonaws.com/extend.brackets/nickprough.yournewfavoritetheme/nickprough.yournewfavoritetheme-1.1.0.zip,Your New Favorite Theme,by Nicholas R. Prough,1.1.0,on 2018-08-09
https://s3.amazonaws.com/extend.brackets/franktamre.yolby/franktamre.yolby-0.0.2.zip,Yolby,by Frank Tamre,0.0.2,on 2018-08-07
https://s3.amazonaws.com/extend.brackets/quick-form/quick-form-1.0.3.zip,Quick Form,by Mohammad Yaghobi,1.0.3,on 2018-08-03
https://s3.amazonaws.com/extend.brackets/custom-work-for-brackets/custom-work-for-brackets-5.2.0.zip,Custom Work,by Avril Alejandro,5.2.0,on 2018-08-03
https://s3.amazonaws.com/extend.brackets/codeshark-brackets/codeshark-brackets-0.0.1.zip,CodeShark,by Aroliant,0.0.1,on 2018-08-03
https://s3.amazonaws.com/extend.brackets/easy-edit-numerical-value/easy-edit-numerical-value-1.2.1.zip,Easy Edit Numerical Value,by cruzworks,1.2.1,on 2018-07-26
https://s3.amazonaws.com/extend.brackets/my-extension-more/my-extension-more-1.4.0.zip,My Extension Test,by Prashanth Nethi,1.4.0,on 2018-07-26
https://s3.amazonaws.com/extend.brackets/markhillard.brackets.caseconverter/markhillard.brackets.caseconverter-1.0.2.zip,Brackets Case Converter,by Mark Hillard,1.0.2,on 2018-07-25
https://s3.amazonaws.com/extend.brackets/kibigo.moody-emotion/kibigo.moody-emotion-1.1.0.zip,Moody Emotion,by kibigo!,1.1.0,on 2018-07-22
https://s3.amazonaws.com/extend.brackets/source-scripts/source-scripts-0.7.0.zip,Source Scripts,by SaiintBrisson,0.7.0,on 2018-07-14
https://s3.amazonaws.com/extend.brackets/brackets-stencil-language/brackets-stencil-language-0.0.1.zip,Stencil Language Support,by Joseph N. Ruskiewicz,0.0.1,on 2018-07-09
https://s3.amazonaws.com/extend.brackets/nickprough.kracken/nickprough.kracken-1.1.0.zip,Project Leviathan-Dark,by Nicholas R. Prough,1.1.0,on 2018-07-09
https://s3.amazonaws.com/extend.brackets/px2rem/px2rem-1.1.2.zip,px2rem,by Ian Lew,1.1.2,on 2018-07-04
https://s3.amazonaws.com/extend.brackets/nprough.insert-html-template/nprough.insert-html-template-1.0.0.zip,Insert HTML Template,by Nicholas R. Prough,1.0.0,on 2018-07-03
https://s3.amazonaws.com/extend.brackets/aristostechnologies.webtimeclock-dash/aristostechnologies.webtimeclock-dash-3.0.0.zip,In-Editor Time Clock: The SQL,by Aristos Technologies LLC,3.0.0,on 2018-07-03
https://s3.amazonaws.com/extend.brackets/nickprough.projectarchangel/nickprough.projectarchangel-1.1.0.zip,Project Archangel-Light,by Nicholas R Prough,1.1.0,on 2018-07-02
https://s3.amazonaws.com/extend.brackets/web-hype.voductivity/web-hype.voductivity-1.0.0.zip,Voductivity,by WEB!HYPE,1.0.0,on 2018-06-30
https://s3.amazonaws.com/extend.brackets/bracket-color-finder/bracket-color-finder-1.0.2.zip,bracket-color-finder,by Mfou'ou  medjo  stanly <lewatt23@gmail.com> and  tatkeu Lionel <Tatkeulionel@gmail.com>,1.0.2,on 2018-06-22
https://s3.amazonaws.com/extend.brackets/codic/codic-1.0.4.zip,codic,by jzmstrjp,1.0.4,on 2018-06-21
https://s3.amazonaws.com/extend.brackets/filesize/filesize-0.0.1.zip,File Size,by Narayani,0.0.1,on 2018-06-18
https://s3.amazonaws.com/extend.brackets/arata.falorem/arata.falorem-1.0.0.zip,Persian Lorem Ipsum | لورم ایپسوم فارسی,by Arata Design Studio -,1.0.0,on 2018-06-16
https://s3.amazonaws.com/extend.brackets/vue-snippets/vue-snippets-1.0.1.zip,Vue Snippets,by af009,1.0.1,on 2018-06-14
https://s3.amazonaws.com/extend.brackets/dark-revolution/dark-revolution-1.9.1.zip,Dark Revolution,by af009,1.9.1,on 2018-06-14
https://s3.amazonaws.com/extend.brackets/academy-theme/academy-theme-2.0.2.zip,Code Academy Theme,by Isaac Weaver,2.0.2,on 2018-05-18
https://s3.amazonaws.com/extend.brackets/brackets-polisher/brackets-polisher-1.0.0.zip,Brackets text polisher,by Aleksandra Hubert,1.0.0,on 2018-05-09
